user_id,date,exercise,sets,reps,weight_kg,session_duration_hr,calories_burned,avg_bpm,max_bpm,water_intake_l,workout_type,workout_difficulty,workout_category
U0989,2024-03-11,ROW,,,,1.33,213.0,136.0,147,0.83,CARDIO,9.0,NW
U0998,2024-02-29,RUNNING,,,,1.29,206.0,124.0,148,1.01,CARDIO,5.0,NW
U0459,2024-04-04,SQUAT,5.0,12.0,123.3,1.26,372.0,153.0,172,,STRENGTH,9.0,WEIGHT
U1077,2024-07-28,SQUAT,4.0,7.0,130.9,1.07,332.0,161.0,177,0.49,STRENGTH,10.0,WEIGHT
U1027,2024-06-05,YOGA,,,,0.6,224.0,102.0,116,1.02,MOBILITY,5.0,NW
U0399,2024-12-26,BENCHPRESS,4.0,10.0,103.7,1.04,320.0,163.0,188,0.83,STRENGTH,6.0,WEIGHT
U0543,2024-07-11,CYCLING,,,,0.61,291.0,133.0,149,0.93,CARDIO,8.0,NW
U0483,2024-02-24,BENCHPRESS,4.0,6.0,56.9,0.79,542.0,105.0,118,0.41,STRENGTH,6.0,WEIGHT
U0175,2024-07-30,CYCLING,,,,0.32,196.0,148.0,165,0.53,CARDIO,6.0,NW
U0985,2024-10-04,DEADLIFT,3.0,,97.3,0.44,360.0,130.0,140,1.07,STRENGTH,2.0,WEIGHT
U1042,2024-10-03,CYCLING,,,,0.49,476.0,110.0,133,0.4,CARDIO,7.0,NW
U0065,2024-03-17,BENCHPRESS,4.0,10.0,108.0,1.05,503.0,131.0,154,0.46,STRENGTH,2.0,WEIGHT
 U0363 ,2024-11-13,SQUAT,4.0,12.0,91.1,0.56,234.0,152.0,169,0.81,STRENGTH,1.0,WEIGHT
U1028,2024-06-30,CYCLING,,,,1.22,409.0,97.0,109,0.82,CARDIO,8.0,NW
U0102,2024-12-02,YOGA,,,,1.1,598.0,100.0,119,1.09,MOBILITY,5.0,NW
U0176,2024-05-15,DEADLIFT,5.0,5.0,126.8,0.36,196.0,105.0,115,1.06,STRENGTH,5.0,WEIGHT
U0445,2024-11-22,HIIT,,,,0.96,379.0,126.0,141,0.72,HIIT,5.0,NW
U0995,2024-02-12,ROW,,,,0.69,576.0,109.0,122,1.1,CARDIO,5.0,NW
 U1070 ,2024-09-12,SQUAT,3.0,12.0,65.8,0.93,262.0,162.0,178,0.57,STRENGTH,3.0,WEIGHT
U0919,2024-06-06,BENCHPRESS,4.0,9.0,122.8,1.02,185.0,147.0,160,0.68,STRENGTH,3.0,WEIGHT
U0986,2024-04-10,YOGA,,,,1.29,543.0,151.0,172,0.74,MOBILITY,3.0,NW
U0094,2024-09-26,BENCHPRESS,,5.0,130.2,0.55,340.0,148.0,169,0.48,STRENGTH,5.0,WEIGHT
 U1066 ,2024-12-19,ROW,,,,0.51,499.0,98.0,121,0.39,CARDIO,6.0,NW
U1176,2024-01-26,SQUAT,3.0,5.0,68.1,0.52,473.0,162.0,175,0.73,STRENGTH,5.0,WEIGHT
U0979,2024-04-30,ROW,,,,0.32,259.0,123.0,135,0.86,CARDIO,3.0,NW
U0113,2024-08-20,ROW,,,,0.4,284.0,122.0,141,0.41,CARDIO,8.0,NW
U0821,2024-04-03,BENCHPRESS,5.0,6.0,78.2,0.82,558.0,162.0,183,0.36,STRENGTH,5.0,WEIGHT
U0333,2024-11-23,BENCHPRESS,3.0,5.0,96.8,0.48,355.0,139.0,155,,STRENGTH,2.0,WEIGHT
U0859,2024-06-10,CYCLING,,,,0.53,273.0,,151,0.97,CARDIO,7.0,NW
 U0635 ,21/04/2024,BENCHPRESS,3.0,6.0,101.3,1.23,429.0,97.0,122,0.59,STRENGTH,5.0,WEIGHT
U0578,2024-02-21,RUN,,,,0.82,191.0,161.0,184,0.41,CARDIO,5.0,NW
U0411,2024-07-07,HIIT,,,,1.36,219.0,123.0,147,0.3,HIIT,4.0,NW
 U1008 ,2024-12-16,BENCHPRESS,4.0,11.0,,1.15,547.0,109.0,122,0.71,STRENGTH,9.0,WEIGHT
U1057,2024-09-30,RUNNING,,,,1.17,382.0,155.0,173,0.39,CARDIO,2.0,NW
U1037,2024-08-13,HIIT,,,,0.84,371.0,96.0,107,0.67,HIIT,5.0,NW
U1171,2024-07-03,ROW,,,,0.68,397.0,109.0,127,0.5,CARDIO,3.0,NW
U0645,2024-08-20,BENCHPRESS,4.0,10.0,40.6,0.61,223.0,122.0,145,0.59,STRENGTH,1.0,WEIGHT
U0708,2024-07-06,HIIT,,,,1.1,524.0,163.0,179,0.92,HIIT,9.0,NW
U0330,2024-08-29,CYCLING,,,,1.49,383.0,122.0,136,0.38,CARDIO,2.0,NW
U1174,2024-06-03,YOGA,,,,1.34,342.0,131.0,152,1.02,MOBILITY,5.0,NW
U0927,2024-05-03,HIIT,,,,0.75,467.0,106.0,127,0.74,HIIT,7.0,NW
U0727,2024-11-20,DEADLIFT,4.0,6.0,66.6,1.17,261.0,120.0,140,0.56,STRENGTH,7.0,WEIGHT
U0729,2024-11-03,YOGA,,,,1.48,188.0,111.0,132,1.16,MOBILITY,5.0,NW
U0203,2024-12-12,HIIT,,,,1.09,236.0,164.0,180,0.97,HIIT,9.0,NW
U0239,2024-09-18,CYCLING,,,,0.66,457.0,107.0,131,0.5,CARDIO,2.0,NW
 U0281 ,2024-12-08,SQUAT,5.0,,111.7,1.49,460.0,132.0,157,0.93,STRENGTH,4.0,WEIGHT
U0554,2024-09-04,CYCLING,,,,1.26,250.0,108.0,125,1.05,CARDIO,10.0,NW
U0312,2024-05-07,BENCHPRESS,4.0,9.0,46.5,1.14,429.0,157.0,171,1.12,STRENGTH,9.0,WEIGHT
U0624,12/08/2024,ROW,,,,0.51,155.0,115.0,127,0.95,CARDIO,5.0,NW
U0992,2024-06-21,RUNNING,,,,1.33,185.0,150.0,174,1.13,CARDIO,5.0,NW
U0004,2024-04-21,YOGA,,,,1.49,427.0,95.0,115,0.69,MOBILITY,8.0,NW
U0945,2024-03-20,ROW,,,,0.61,424.0,145.0,163,0.82,CARDIO,7.0,NW
U0426,2024-09-16,BENCHPRESS,3.0,12.0,129.7,1.26,150.0,97.0,121,0.57,STRENGTH,10.0,WEIGHT
U0880,2024-05-04,HIIT,,,,0.59,299.0,156.0,172,1.1,HIIT,5.0,NW
U0134,2024-03-31,BENCHPRESS,4.0,11.0,78.4,1.01,151.0,111.0,136,1.13,STRENGTH,7.0,WEIGHT
U0973,2024-12-14,BENCHPRESS,3.0,12.0,121.2,1.2,481.0,151.0,172,0.7,STRENGTH,5.0,WEIGHT
U1191,2024-07-17,HIIT,,,,1.34,330.0,114.0,135,0.39,HIIT,5.0,NW
U1088,30/07/2024,SQUAT,3.0,8.0,111.5,0.31,491.0,,138,0.68,STRENGTH,10.0,WEIGHT
U1145,2024-09-26,YOGA,,,,0.56,549.0,95.0,107,0.83,MOBILITY,5.0,NW
U0912,2024-04-17,CYCLING,,,,1.17,155.0,97.0,114,0.74,CARDIO,5.0,NW
U0458,2024-01-06,ROW,,,,1.0,162.0,146.0,169,0.38,CARDIO,5.0,NW
U0783,2024-04-28,DEADLIFT,4.0,7.0,96.0,0.66,230.0,140.0,163,1.05,STRENGTH,5.0,WEIGHT
U0104,2024-11-13,HIIT,,,,0.77,355.0,107.0,127,1.01,HIIT,7.0,NW
U0814,23/05/2024,HIIT,,,,1.23,536.0,109.0,124,1.1,HIIT,5.0,NW
U0823,2024-08-08,SQUAT,4.0,10.0,55.0,0.55,537.0,159.0,178,0.83,STRENGTH,5.0,WEIGHT
U0479,2024-06-18,YOGA,,,,0.37,405.0,159.0,174,1.14,MOBILITY,5.0,NW
U1138,2024-09-18,DEADLIFT,4.0,7.0,98.1,1.0,547.0,158.0,174,0.61,STRENGTH,2.0,WEIGHT
U0123,10-13-2024,HIIT,,,,0.49,505.0,130.0,149,0.49,HIIT,4.0,NW
U0488,2024-01-06,SQUAT,3.0,11.0,50.1,0.85,489.0,111.0,133,0.75,STRENGTH,5.0,WEIGHT
U0062,2024-04-12,ROW,,,,0.54,357.0,144.0,158,2.66,CARDIO,1.0,NW
U0736,29/04/2024,BENCHPRESS,5.0,6.0,105.3,0.87,367.0,154.0,172,,STRENGTH,2.0,WEIGHT
U0090,2024-07-10,RUNNING,,,,1.02,520.0,94.0,115,1.13,CARDIO,5.0,NW
U0170,2024-10-22,YOGA,,,,0.51,414.0,96.0,108,0.57,MOBILITY,10.0,NW
U1078,2024/09/26,RUNNING,,,,1.19,206.0,91.0,110,0.33,CARDIO,5.0,NW
U1082,2024-10-30,ROW,,,,1.13,416.0,135.0,147,1.1,CARDIO,8.0,NW
U0689,2024-02-02,HIIT,,,,0.45,585.0,152.0,174,0.36,HIIT,3.0,NW
U0065,2024-02-19,BENCHPRESS,3.0,5.0,49.0,0.37,516.0,103.0,120,,STRENGTH,9.0,WEIGHT
U0538,08-31-2024,ROW,,,,0.41,407.0,146.0,157,0.71,CARDIO,5.0,NW
U0019,2024-09-23,SQUAT,5.0,11.0,107.5,1.4,337.0,118.0,143,0.6,STRENGTH,5.0,WEIGHT
U0154,2024-07-28,YOGA,,,,0.53,540.0,108.0,128,0.38,FLEXIBILITY,9.0,NW
U0408,2024-07-17,ROW,,,,0.41,383.0,153.0,171,0.8,CARDIO,7.0,NW
 U1094 ,2024-11-01,RUNNING,,,,0.37,560.0,101.0,125,0.31,CARDIO,7.0,NW
U0256,2024-09-26,CYCLING,,,,0.4,278.0,147.0,162,0.88,CARDIO,5.0,NW
U0635,2024-02-03,DEADLIFT,,10.0,107.5,0.3,421.0,122.0,146,,STRENGTH,7.0,WEIGHT
U0264,2024-09-23,YOGA,,,,0.71,561.0,125.0,135,0.39,MOBILITY,5.0,NW
U0849,2024-08-25,DEADLIFT,3.0,8.0,125.8,0.99,191.0,151.0,175,0.58,STRENGTH,9.0,WEIGHT
U1102,2024-05-17,YOGA,,,,0.61,467.0,113.0,136,1.11,MOBILITY,1.0,NW
U1024,2024-07-27,SQUAT,4.0,12.0,64.5,0.51,506.0,149.0,161,1.02,STRENGTH,5.0,WEIGHT
U1107,2024-08-02,BENCHPRESS,4.0,11.0,96.6,1.4,236.0,162.0,176,,STRENGTH,3.0,WEIGHT
U0192,2024-12-19,DEADLIFT,4.0,8.0,101.9,0.66,387.0,117.0,131,1.14,STRENGTH,1.0,WEIGHT
U0096,2024-02-07,RUNNING,,,,0.94,284.0,145.0,157,0.96,CARDIO,5.0,NW
U0923,2024-05-21,BENCHPRESS,5.0,11.0,73.8,1.38,354.0,106.0,116,1.05,STRENGTH,4.0,WEIGHT
U0112,2024-08-24,SQUAT,3.0,9.0,128.4,1.09,176.0,150.0,172,,STRENGTH,5.0,WEIGHT
U0871,09-29-2024,CYCLING,,,,1.32,580.0,106.0,125,0.6,CARDIO,8.0,NW
U0257,2024-02-11,HIIT,,,,0.82,220.0,130.0,143,0.32,HIIT,5.0,NW
U0974,2024-12-07,SQUAT,4.0,11.0,133.7,0.3,315.0,139.0,163,0.42,STRENGTH,10.0,WEIGHT
 U0302 ,2024-04-25,ROW,,,,0.95,406.0,94.0,114,0.67,CARDIO,5.0,NW
U0048,2024-06-02,DEADLIFT,5.0,9.0,95.5,0.66,344.0,149.0,159,1.18,STRENGTH,5.0,WEIGHT
 U1088 ,2024-02-12,HIIT,,,,1.36,209.0,154.0,165,0.52,HIIT,1.0,NW
U0404,2024-02-07,ROW,,,,1.43,233.0,151.0,171,0.34,CARDIO,5.0,NW
 U0619 ,2024-09-27,DEADLIFT,5.0,12.0,71.3,0.74,594.0,112.0,136,0.32,STRENGTH,5.0,WEIGHT
U1186,2024-07-18,DEADLIFT,3.0,8.0,130.5,0.48,447.0,150.0,165,0.81,STRENGTH,4.0,WEIGHT
U0491,07-15-2024,CYCLING,,,,0.54,547.0,110.0,122,0.77,CARDIO,5.0,NW
U1173,2024-04-17,CYCLING,,,,1.27,,161.0,174,1.12,CARDIO,5.0,NW
U1061,2024-07-18,ROW,,,,1.14,190.0,116.0,136,1.0,CARDIO,4.0,NW
U0201,2024-05-08,HIIT,,,,1.3,219.0,158.0,170,0.67,HIIT,3.0,NW
U1060,2024-03-29,SQUAT,4.0,10.0,129.2,1.35,394.0,105.0,125,0.56,STRENGTH,8.0,WEIGHT
U0817,2024-11-24,CYCLING,,,,0.31,289.0,119.0,138,0.46,CARDIO,9.0,NW
U0223,2024-11-25,ROW,,,,0.42,541.0,96.0,107,0.84,CARDIO,5.0,NW
U0424,2024-12-13,SQUAT,3.0,12.0,120.8,0.72,576.0,157.0,182,1.02,STRENGTH,5.0,WEIGHT
U0697,26/03/2024,RUNNING,,,,0.6,507.0,134.0,159,0.89,CARDIO,6.0,NW
U0943,2024-02-12,BENCHPRESS,5.0,8.0,74.2,0.51,395.0,143.0,157,1.05,STRENGTH,5.0,WEIGHT
U0440,2024-01-08,CYCLING,,,,1.36,439.0,129.0,151,0.67,CARDIO,5.0,NW
 U0152 ,2024-09-24,HIIT,,,,1.36,470.0,112.0,134,0.48,HIIT,8.0,NW
U0955,2024-03-09,HIIT,,,,0.61,284.0,108.0,124,,HIIT,2.0,NW
U0344,2024-01-09,YOGA,,,,1.23,209.0,146.0,159,0.84,MOBILITY,4.0,NW
 U1128 ,2024-02-23,RUNNING,,,,1.26,578.0,136.0,151,1.17,CARDIO,3.0,NW
U0537,2024-04-07,CYCLING,,,,0.62,282.0,137.0,149,0.32,CARDIO,6.0,NW
U0911,2024-05-14,ROW,,,,0.85,565.0,139.0,162,1.04,CARDIO,3.0,NW
U0063,2024-08-27,CYCLING,,,,1.17,537.0,106.0,130,0.76,CARDIO,10.0,NW
U0167,2024-10-13,ROW,,,,0.74,357.0,105.0,125,0.84,CARDIO,3.0,NW
U0550,2024-06-05,SQUAT,5.0,7.0,111.8,0.91,412.0,141.0,158,0.9,STRENGTH,4.0,WEIGHT
U0884,2024-10-31,HIIT,,,,0.89,239.0,150.0,172,0.85,HIIT,3.0,NW
U0910,01-23-2024,YOGA,,,,0.75,289.0,112.0,133,0.52,MOBILITY,10.0,NW
U0330,2024-10-03,CYCLING,,,,1.39,439.0,106.0,121,0.97,CARDIO,3.0,NW
U0034,2024-12-15,CYCLING,,,,1.34,256.0,90.0,109,,CARDIO,2.0,NW
U0712,2024-09-16,YOGA,,,,1.19,321.0,119.0,130,0.81,MOBILITY,2.0,NW
U1013,2024-05-17,YOGA,,,,1.01,485.0,143.0,160,0.43,MOBILITY,2.0,NW
U0797,2024-01-21,YOGA,,,,1.33,287.0,118.0,138,0.76,MOBILITY,5.0,NW
U1060,17/05/2024,YOGA,,,,1.19,524.0,164.0,185,0.49,MOBILITY,9.0,NW
U0411,2024-02-27,YOGA,,,,0.68,269.0,161.0,184,,MOBILITY,5.0,NW
U1086,2024-04-30,HIIT,,,,0.54,333.0,108.0,130,0.96,HIIT,5.0,NW
U0846,2024-03-12,CYCLING,,,,0.38,468.0,103.0,120,0.73,CARDIO,5.0,NW
U0430,2024-09-27,SQUAT,4.0,11.0,69.5,1.23,193.0,105.0,127,0.74,STRENGTH,6.0,WEIGHT
U0186,2024-09-08,CYCLING,,,,1.23,152.0,127.0,145,0.92,CARDIO,2.0,NW
U1080,2024-03-21,RUNNING,,,,1.0,393.0,113.0,129,0.48,CARDIO,4.0,NW
U0554,2024-03-23,CYCLING,,,,0.56,318.0,159.0,183,0.64,CARDIO,8.0,NW
U0309,06-17-2024,BENCHPRESS,3.0,12.0,48.8,0.62,407.0,157.0,173,1.14,STRENGTH,4.0,WEIGHT
U0855,2024-02-18,SQUAT,4.0,8.0,102.1,0.98,579.0,91.0,107,1.01,STRENGTH,5.0,WEIGHT
U1008,2024-03-21,SQUAT,3.0,12.0,83.2,1.38,223.0,148.0,168,0.33,STRENGTH,4.0,WEIGHT
 U0399 ,2024-04-05,ROW,,,,1.39,233.0,128.0,152,1.15,CARDIO,1.0,NW
U0848,2024-11-19,BENCHPRESS,3.0,11.0,115.4,0.61,191.0,146.0,160,0.67,STRENGTH,5.0,WEIGHT
U0716,2024-11-19,SQUAT,3.0,5.0,53.6,1.0,509.0,138.0,155,0.53,STRENGTH,8.0,WEIGHT
U0734,2024-02-17,HIIT,,,,1.5,294.0,124.0,143,0.58,HIIT,5.0,NW
U1102,2024-07-26,BENCHPRESS,5.0,9.0,120.2,0.75,349.0,104.0,127,1.08,STRENGTH,1.0,WEIGHT
U0875,2024-03-23,ROW,,,,1.41,487.0,125.0,138,0.39,CARDIO,4.0,NW
 U0132 ,2024-02-19,HIIT,,,,1.24,393.0,155.0,172,0.88,HIIT,7.0,NW
U0826,2024-11-24,YOGA,,,,0.75,349.0,108.0,121,0.97,MOBILITY,6.0,NW
U0939,2024-11-28,DEADLIFT,3.0,6.0,47.3,1.4,263.0,109.0,129,0.86,STRENGTH,5.0,WEIGHT
U0630,2024-02-11,SQUAT,5.0,12.0,,0.5,590.0,120.0,144,0.69,STRENGTH,5.0,WEIGHT
U0492,2024-12-10,SQUAT,4.0,8.0,81.2,0.88,461.0,137.0,157,0.69,STRENGTH,8.0,WEIGHT
U0937,2024-09-25,RUNNING,,,,0.53,209.0,143.0,157,0.35,CARDIO,5.0,NW
U1150,2024-12-11,ROW,,,,1.12,448.0,115.0,139,0.56,CARDIO,4.0,NW
U1162,2024-11-24,BENCHPRESS,4.0,10.0,114.5,0.32,304.0,130.0,155,0.39,STRENGTH,6.0,WEIGHT
U0951,2024-06-02,ROW,,,,0.94,275.0,127.0,144,,CARDIO,7.0,NW
U0481,2024-09-20,DEADLIFT,4.0,7.0,40.7,0.4,,107.0,118,0.84,STRENGTH,7.0,WEIGHT
U0279,2024-10-09,ROW,,,,0.44,241.0,99.0,113,,CARDIO,4.0,NW
U0795,2024-01-29,HIIT,,,,1.01,191.0,133.0,156,0.49,HIIT,9.0,NW
U0241,2024-03-06,HIIT,,,,1.31,208.0,107.0,124,0.96,HIIT,3.0,NW
 U0692 ,2024-08-24,DEADLIFT,,12.0,64.6,0.97,,114.0,134,0.38,STRENGTH,8.0,WEIGHT
U0397,2024-12-14,ROW,,,,6.41,366.0,129.0,152,1.17,CARDIO,7.0,NW
U0634,2024-08-26,RUNNING,,,,0.45,503.0,121.0,140,0.42,CARDIO,10.0,NW
U0988,2024-09-05,RUNNING,,,,1.26,195.0,110.0,130,0.41,CARDIO,5.0,NW
U0258,05-25-2024,HIIT,,,,0.78,309.0,149.0,160,1.16,HIIT,6.0,NW
U0619,2024-07-01,BENCHPRESS,3.0,,82.9,1.0,159.0,153.0,176,0.42,STRENGTH,2.0,WEIGHT
U0939,2024-11-22,YOGA,,,,1.0,356.0,124.0,134,0.67,MOBILITY,6.0,NW
U1008,01-15-2024,DEADLIFT,5.0,5.0,41.7,0.86,456.0,161.0,174,0.81,STRENGTH,4.0,WEIGHT
U0965,06-08-2024,RUN,,,,1.06,232.0,111.0,125,0.35,CARDIO,9.0,NW
U0441,2024-01-27,CYCLING,,,,0.33,476.0,140.0,161,0.5,CARDIO,7.0,NW
U0168,2024-07-05,CYCLING,,,,1.23,514.0,101.0,118,1.07,CARDIO,5.0,NW
U0264,2024-11-26,DEADLIFT,5.0,6.0,62.3,0.59,599.0,150.0,164,,STRENGTH,8.0,WEIGHT
U0603,2024-10-18,ROW,,,,1.08,476.0,103.0,117,0.45,CARDIO,9.0,NW
U1136,2024-09-10,BENCHPRESS,4.0,7.0,139.0,0.41,459.0,95.0,107,0.47,STRENGTH,4.0,WEIGHT
U0634,2024-08-29,SQUAT,4.0,10.0,129.5,0.86,442.0,117.0,127,0.92,STRENGTH,5.0,WEIGHT
U0911,2024-02-08,HIIT,,,,1.38,425.0,98.0,111,0.45,HIIT,6.0,NW
U0108,2024-03-25,CYCLING,,,,0.61,539.0,108.0,120,1.06,CARDIO,5.0,NW
U0147,2024-06-19,YOGA,,,,0.98,309.0,147.0,164,0.49,MOBILITY,1.0,NW
U0453,2024-03-02,DEADLIFT,3.0,7.0,109.4,1.28,518.0,121.0,135,0.69,STRENGTH,5.0,WEIGHT
U1031,2024-11-03,HIIT,,,,1.38,346.0,115.0,135,0.72,HIIT,5.0,NW
U0129,2024-05-24,CYCLING,,,,1.22,413.0,160.0,170,0.31,ENDURANCE,8.0,NW
 U0592 ,2024-09-25,CYCLING,,,,1.24,1315.0,131.0,145,0.72,CARDIO,8.0,NW
U1080,2024-01-12,RUNNING,,,,1.2,174.0,112.0,123,0.89,CARDIO,1.0,NW
U0601,2024-10-28,DEADLIFT,3.0,9.0,128.9,1.47,220.0,125.0,135,1.18,STRENGTH,2.0,WEIGHT
U0749,2024-01-21,BENCHPRESS,4.0,7.0,119.7,1.43,179.0,,131,0.56,STRENGTH,7.0,WEIGHT
U0830,2024-01-20,DEADLIFT,5.0,8.0,46.0,0.62,506.0,,135,0.52,STRENGTH,5.0,WEIGHT
U0492,2024-04-29,CYCLING,,,,0.46,443.0,141.0,162,0.44,ENDURANCE,5.0,NW
 U0675 ,2024-11-25,BENCHPRESS,4.0,12.0,84.9,1.42,566.0,97.0,112,0.88,STRENGTH,8.0,WEIGHT
U1134,2024-09-13,SQUAT,5.0,12.0,70.0,1.39,288.0,188.0,155,1.15,STRENGTH,8.0,WEIGHT
U0945,2024-01-14,SQUAT,5.0,10.0,59.5,0.41,588.0,122.0,134,0.84,STRENGTH,7.0,WEIGHT
U0477,2024-02-01,RUNNING,,,,0.42,393.0,131.0,154,0.84,CARDIO,5.0,NW
U0987,28/10/2024,HIIT,,,,1.36,457.0,153.0,165,0.71,HIIT,5.0,NW
U0151,2024-10-30,BENCHPRESS,3.0,12.0,134.0,1.2,281.0,128.0,138,0.73,STRENGTH,9.0,WEIGHT
U0449,2024-11-14,SQUAT,5.0,,45.8,0.3,520.0,135.0,149,0.79,STRENGTH,5.0,WEIGHT
U1107,2024-07-22,RUNNING,,,,1.29,2476.0,113.0,124,0.99,CARDIO,4.0,NW
U0336,2024-08-11,CYCLING,,,,1.0,410.0,149.0,161,1.04,CARDIO,5.0,NW
 U0348 ,2024-01-28,ROW,,,,1.11,277.0,153.0,163,1.14,CARDIO,6.0,NW
U1161,2024-12-18,SQUAT,5.0,11.0,61.6,0.77,454.0,142.0,163,0.82,STRENGTH,4.0,WEIGHT
U0241,2024-08-11,SQUAT,3.0,7.0,78.8,0.99,321.0,118.0,138,0.67,STRENGTH,4.0,WEIGHT
U0702,2024-12-14,ROW,,,,1.25,164.0,121.0,136,0.69,CARDIO,3.0,NW
U0789,2024-11-16,RUNNING,,,,6.41,159.0,124.0,134,0.66,CARDIO,5.0,NW
U0422,2024-07-22,HIIT,,,,0.55,274.0,133.0,155,0.44,HIIT,10.0,NW
U0106,2024-08-08,YOGA,,,,1.07,245.0,114.0,126,0.59,MOBILITY,3.0,NW
U0465,2024-04-10,BENCHPRESS,3.0,,123.1,1.39,227.0,115.0,137,0.76,STRENGTH,1.0,WEIGHT
U0165,02/10/2024,CYCLING,,,,1.0,488.0,143.0,166,1.14,CARDIO,3.0,NW
U0311,2024-08-15,YOGA,,,,1.29,238.0,120.0,130,0.96,MOBILITY,7.0,NW
U1099,2024-01-26,YOGA,,,,0.62,275.0,127.0,145,0.81,MOBILITY,5.0,NW
U0035,2024-05-18,YOGA,,,,0.77,531.0,127.0,151,0.32,MOBILITY,5.0,NW
U0522,2024-01-28,RUNNING,,,,0.71,405.0,134.0,156,1.13,CARDIO,5.0,NW
U0787,2024-06-23,DEADLIFT,3.0,7.0,96.3,0.74,531.0,121.0,142,,STRENGTH,5.0,WEIGHT
U0143,2024-05-22,DEADLIFT,3.0,8.0,47.4,1.48,580.0,136.0,150,1.13,STRENGTH,5.0,WEIGHT
U0609,2024-10-21,SQUAT,4.0,11.0,128.1,1.31,195.0,144.0,155,1.05,STRENGTH,10.0,WEIGHT
U0226,2024-11-23,BENCHPRESS,3.0,8.0,82.3,0.36,598.0,102.0,117,0.5,STRENGTH,4.0,WEIGHT
U0084,2024-08-26,ROW,,,,1.19,527.0,101.0,117,0.57,CARDIO,4.0,NW
U0373,2024-03-01,SQUAT,4.0,7.0,96.6,1.19,519.0,122.0,133,0.94,STRENGTH,9.0,WEIGHT
U1051,2024-07-06,HIIT,,,,0.37,405.0,,139,0.57,HIIT,4.0,NW
U0660,2024-06-19,SQUAT,5.0,9.0,127.2,0.8,484.0,99.0,110,0.61,STRENGTH,1.0,WEIGHT
U0662,2024-04-13,CYCLING,,,,0.65,361.0,154.0,176,0.65,CARDIO,10.0,NW
U0768,2024-10-17,HIIT,,,,1.27,319.0,,134,0.96,HIIT,6.0,NW
U0014,2024-11-20,HIIT,,,,0.49,472.0,,117,0.99,HIIT,3.0,NW
U0778,15/02/2024,DEADLIFT,3.0,7.0,100.0,0.66,536.0,121.0,141,0.9,STRENGTH,5.0,WEIGHT
U1065,2024-09-19,ROW,,,,1.06,272.0,162.0,186,0.71,CARDIO,6.0,NW
U0946,2024-03-07,RUNNING,,,,1.0,402.0,105.0,125,0.37,CARDIO,1.0,NW
U0308,2024-06-02,SQUAT,,9.0,66.6,0.7,592.0,106.0,116,1.09,STRENGTH,5.0,WEIGHT
U0254,2024-03-29,YOGA,,,,0.59,266.0,109.0,133,0.36,MOBILITY,2.0,NW
U0129,2024-05-01,SQUAT,5.0,6.0,68.4,0.62,388.0,,171,0.95,STRENGTH,5.0,WEIGHT
U1139,2024-01-10,HIIT,,,,1.44,1614.0,122.0,147,0.97,HIIT,5.0,NW
U0034,2024-01-17,CYCLING,,,,0.65,276.0,117.0,135,0.83,CARDIO,10.0,NW
U0599,2024-08-15,HIIT,,,,0.48,188.0,107.0,118,0.9,HIIT,6.0,NW
U0685,2024-01-12,SQUAT,5.0,6.0,120.9,0.74,159.0,96.0,110,0.39,STRENGTH,10.0,WEIGHT
U0593,2024-01-06,DEADLIFT,4.0,10.0,58.9,0.45,374.0,121.0,136,0.88,STRENGTH,5.0,WEIGHT
U0398,2024-01-07,CYCLING,,,,0.64,283.0,143.0,159,1.17,CARDIO,3.0,NW
U0095,2024-03-21,YOGA,,,,1.15,380.0,184.0,132,0.51,MOBILITY,3.0,NW
U0043,2024-04-19,RUNNING,,,,0.92,179.0,142.0,163,0.86,CARDIO,5.0,NW
U0514,2024-02-24,DEADLIFT,3.0,8.0,97.1,0.98,383.0,154.0,171,1.0,STRENGTH,5.0,WEIGHT
U0770,2024-07-17,SQUAT,3.0,6.0,113.7,1.32,335.0,145.0,163,0.35,STRENGTH,5.0,WEIGHT
U0339,2024-12-06,YOGA,,,,1.19,521.0,143.0,166,0.8,MOBILITY,6.0,NW
U0658,2024-04-03,BENCHPRESS,5.0,8.0,,1.35,426.0,134.0,154,0.77,STRENGTH,8.0,WEIGHT
U0511,2024-04-17,CYCLING,,,,0.69,267.0,151.0,171,0.93,CARDIO,9.0,NW
U0799,2024-12-22,CYCLING,,,,0.85,481.0,128.0,139,0.45,CARDIO,6.0,NW
U0912,2024-08-14,SQUAT,,7.0,137.6,0.51,262.0,153.0,175,0.78,STRENGTH,10.0,WEIGHT
U0619,2024-08-22,BENCHPRESS,5.0,5.0,100.3,0.35,515.0,149.0,166,0.68,STRENGTH,3.0,WEIGHT
U0601,2024-08-07,HIIT,,,,0.51,420.0,120.0,140,1.0,HIIT,2.0,NW
U0614,2024-04-07,RUNNING,,,,0.95,359.0,146.0,163,1.14,CARDIO,5.0,NW
U0788,2024-05-13,DEADLIFT,5.0,10.0,75.5,0.67,519.0,134.0,154,0.85,STRENGTH,1.0,WEIGHT
U0271,2024-03-13,YOGA,,,,0.97,542.0,91.0,108,0.82,MOBILITY,4.0,NW
U0418,2024-07-08,BENCHPRESS,4.0,11.0,133.3,1.07,408.0,106.0,122,,STRENGTH,5.0,WEIGHT
U1186,2024-01-08,BENCHPRESS,5.0,9.0,123.7,0.85,475.0,101.0,115,0.87,STRENGTH,5.0,WEIGHT
